Venue,Venue Size,Venue Type,Venue Page,Artist,Show Title,Show Date,Show Information,Ticket Purchase Page
Kilby Court,Small,Indoors,https://www.kilbycourt.com/,NOURISHED BY TIME,THE PASSIONATE ONES TOUR,9/30/2025,https://www.kilbycourt.com/,https://www.24tix.com/event/smikwvzskvbcvkqhz7yta3mwmi
Kilby Court,Small,Indoors,https://www.kilbycourt.com/,Runnner,Runnner,10/2/2025,https://www.kilbycourt.com/,https://www.24tix.com/event/2fh2qv54ajbytmbzbn7rbxwmum
Kilby Court,Small,Indoors,https://www.kilbycourt.com/,Hana Eid,Hana Eid,10/2/2025,https://www.kilbycourt.com/,https://www.24tix.com/event/2fh2qv54ajbytmbzbn7rbxwmum
Kilby Court,Small,Indoors,https://www.kilbycourt.com/,Pool Kids,Pool Kids,10/8/2025,https://www.kilbycourt.com/,https://www.24tix.com/event/3lflmdcu6zfgxkrzpy7ukkuzaa
Kilby Court,Small,Indoors,https://www.kilbycourt.com/,Truth Club,Truth Club,10/8/2025,https://www.kilbycourt.com/,https://www.24tix.com/event/3lflmdcu6zfgxkrzpy7ukkuzaa
Kilby Court,Small,Indoors,https://www.kilbycourt.com/,PONY,PONY,10/8/2025,https://www.kilbycourt.com/,https://www.24tix.com/event/3lflmdcu6zfgxkrzpy7ukkuzaa
Kilby Court,Small,Indoors,https://www.kilbycourt.com/,Winter,Winter,10/9/2025,https://www.kilbycourt.com/,https://www.24tix.com/event/qzizsurjpjf45i7jlkv2gboedi
Kilby Court,Small,Indoors,https://www.kilbycourt.com/,Hooky,Hooky,10/9/2025,https://www.kilbycourt.com/,https://www.24tix.com/event/qzizsurjpjf45i7jlkv2gboedi
Kilby Court,Small,Indoors,https://www.kilbycourt.com/,Bambara,Bambara,10/10/2025,https://www.kilbycourt.com/,https://www.24tix.com/event/mxeu5r4kjjdu5cq47wfhu7btva
Kilby Court,Small,Indoors,https://www.kilbycourt.com/,Night Tapes,Portals//Polarities Tour,10/11/2025,https://www.kilbycourt.com/,https://www.24tix.com/event/bnab5l5yw5cvdjfgpl2lwo7yiq
Kilby Court,Small,Indoors,https://www.kilbycourt.com/,Michael Minelli,With Love Tour,10/12/2025,https://www.kilbycourt.com/,https://www.24tix.com/event/3iy4awyyszdxhljsce2wvh66im
Kilby Court,Small,Indoors,https://www.kilbycourt.com/,Rio Romeo,Rio Romeo,10/23/2025,https://www.kilbycourt.com/,https://www.24tix.com/event/zqrqc6oxwreirgnx4cuhm32qdm
Kilby Court,Small,Indoors,https://www.kilbycourt.com/,GUNNAR,GUNNAR,10/26/2025,https://www.kilbycourt.com/,https://www.24tix.com/event/k2x5r6b5uvajfp2vihbm4gdfiu
Kilby Court,Small,Indoors,https://www.kilbycourt.com/,Motherfolk,Motherfolk,10/27/2025,https://www.kilbycourt.com/,https://www.24tix.com/event/owvgroknpvcs5krgdif7hgdvje
Kilby Court,Small,Indoors,https://www.kilbycourt.com/,FROST CHILDREN,FROST CHILDREN,10/31/2025,https://www.kilbycourt.com/,https://www.24tix.com/event/7sdyck4livahdlyzbyjn4bfma4
Kilby Court,Small,Indoors,https://www.kilbycourt.com/,PeterParker69,PeterParker69,10/31/2025,https://www.kilbycourt.com/,https://www.24tix.com/event/7sdyck4livahdlyzbyjn4bfma4
Kilby Court,Small,Indoors,https://www.kilbycourt.com/,NoSo,NoSo,11/4/2025,https://www.kilbycourt.com/,https://www.24tix.com/event/iqpykikh4vabzcu6jlhyiekmxm
Kilby Court,Small,Indoors,https://www.kilbycourt.com/,Water From Your Eyes,Water From Your Eyes,11/5/2025,https://www.kilbycourt.com/,https://www.24tix.com/event/wjfcqpsdfnfdfiiefgzadluj2a
Kilby Court,Small,Indoors,https://www.kilbycourt.com/,Dutch Interior,Dutch Interior,11/5/2025,https://www.kilbycourt.com/,https://www.24tix.com/event/wjfcqpsdfnfdfiiefgzadluj2a
Kilby Court,Small,Indoors,https://www.kilbycourt.com/,Joel Sunny,Volume 3 Global Tour,11/17/2025,https://www.kilbycourt.com/,https://www.24tix.com/event/kkrfyuo6hfgkpejeisirsa2kpa
Kilby Court,Small,Indoors,https://www.kilbycourt.com/,HOME IS WHERE,HOME IS WHERE,11/19/2025,https://www.kilbycourt.com/,https://www.24tix.com/event/s2onn7toqnclbhpwylczug6pfm
Kilby Court,Small,Indoors,https://www.kilbycourt.com/,Young Jesus,Young Jesus,11/19/2025,https://www.kilbycourt.com/,https://www.24tix.com/event/s2onn7toqnclbhpwylczug6pfm
Kilby Court,Small,Indoors,https://www.kilbycourt.com/,Trash Panda,Trash Panda,11/21/2025,https://www.kilbycourt.com/,https://www.24tix.com/event/4n42iickybhmzdkekbm4f23qq4
Kilby Court,Small,Indoors,https://www.kilbycourt.com/,Doublecamp,Doublecamp,12/6/2025,https://www.kilbycourt.com/,https://www.24tix.com/event/s4ftzvonbrf73jcadpdnsysil4
Kilby Court,Small,Indoors,https://www.kilbycourt.com/,Post Animal,Post Animal,12/15/2025,https://www.kilbycourt.com/,https://www.24tix.com/event/57irgfhu6jdljfaadzjpcsixty
Kingsbury Hall,Large,Indoors,https://artstickets.utah.edu/category/kingsbury-hall/,Randy Travis,The More Life Tour,8/29/2025,https://artstickets.utah.edu/events/randy-travis/,https://artstickets.utah.edu/event-details/#rnd-829
Kingsbury Hall,Large,Indoors,https://artstickets.utah.edu/category/kingsbury-hall/,"Tommy Emmanuel, CGP",Live in Concert,4/11/2026,https://artstickets.utah.edu/events/tommy-emmanuel/,https://artstickets.utah.edu/event-details/#tom-411
Kingsbury Hall,Large,Indoors,https://artstickets.utah.edu/category/kingsbury-hall/,Jack Schneider,Live in Concert,4/11/2026,https://artstickets.utah.edu/events/tommy-emmanuel/,https://artstickets.utah.edu/event-details/#tom-411
Odgen Amphitheater,Large,Outdoors,https://www.ogdentwilight.com/,Disclosure (DJ Set),Disclosure (DJ Set),6/12/2025,https://www.ogdentwilight.com/,https://www.24tix.com/event/r5fo5o4elrf57oh3rigzu42tdm
Odgen Amphitheater,Large,Outdoors,https://www.ogdentwilight.com/,1tbsp,1tbsp,6/12/2025,https://www.ogdentwilight.com/,https://www.24tix.com/event/r5fo5o4elrf57oh3rigzu42tdm
Odgen Amphitheater,Large,Outdoors,https://www.ogdentwilight.com/,Kaskade,Kaskade,6/20/2025,https://www.ogdentwilight.com/,https://www.24tix.com/event/kzwpyarfxbhwjechmfzy67ac5i
Odgen Amphitheater,Large,Outdoors,https://www.ogdentwilight.com/,Mr Tape,Mr Tape,6/20/2025,https://www.ogdentwilight.com/,https://www.24tix.com/event/kzwpyarfxbhwjechmfzy67ac5i
Odgen Amphitheater,Large,Outdoors,https://www.ogdentwilight.com/,Cop Kid,Cop Kid,6/20/2025,https://www.ogdentwilight.com/,https://www.24tix.com/event/kzwpyarfxbhwjechmfzy67ac5i
Odgen Amphitheater,Large,Outdoors,https://www.ogdentwilight.com/,Modest Mouse,Modest Mouse,6/28/2025,https://www.ogdentwilight.com/,https://www.24tix.com/event/dsuaazemhnh5fhyy3tngxc3ome
Odgen Amphitheater,Large,Outdoors,https://www.ogdentwilight.com/,Doug Martsch,Doug Martsch,6/28/2025,https://www.ogdentwilight.com/,https://www.24tix.com/event/dsuaazemhnh5fhyy3tngxc3ome
Odgen Amphitheater,Large,Outdoors,https://www.ogdentwilight.com/,Band Of Horses,Band Of Horses,7/30/2025,https://www.ogdentwilight.com/,https://www.24tix.com/event/lzvfxixcrbg4hj7b4kppgzzlxq
Odgen Amphitheater,Large,Outdoors,https://www.ogdentwilight.com/,Jamie xx,Jamie xx,8/7/2025,https://www.ogdentwilight.com/,https://www.24tix.com/event/d26fhx26mzaybambn56ag2lpaq
Odgen Amphitheater,Large,Outdoors,https://www.ogdentwilight.com/,SEES00000,SEES00000,8/7/2025,https://www.ogdentwilight.com/,https://www.24tix.com/event/d26fhx26mzaybambn56ag2lpaq
Odgen Amphitheater,Large,Outdoors,https://www.ogdentwilight.com/,The Head & The Heart,The Head & The Heart,8/13/2025,https://www.ogdentwilight.com/,https://www.24tix.com/event/5hm4qdxmhjhdrdp3a7k7sn7bvm
Odgen Amphitheater,Large,Outdoors,https://www.ogdentwilight.com/,Wilderado,Wilderado,8/13/2025,https://www.ogdentwilight.com/,https://www.24tix.com/event/5hm4qdxmhjhdrdp3a7k7sn7bvm
Odgen Amphitheater,Large,Outdoors,https://www.ogdentwilight.com/,Ingrid Andres,Ingrid Andres,8/13/2025,https://www.ogdentwilight.com/,https://www.24tix.com/event/5hm4qdxmhjhdrdp3a7k7sn7bvm
Odgen Amphitheater,Large,Outdoors,https://www.ogdentwilight.com/,Wilco,An Evening With Wilco,8/20/2025,https://www.ogdentwilight.com/,https://www.24tix.com/event/b4rwzkirbbgsfhuikb5j5bbl7q
Odgen Amphitheater,Large,Outdoors,https://www.ogdentwilight.com/,The Flaming Lips,The Flaming Lips,9/17/2025,https://www.ogdentwilight.com/,https://www.24tix.com/event/2fn5u63oo5bzhhk4oqnnynmjda
Odgen Amphitheater,Large,Outdoors,https://www.ogdentwilight.com/,Polo & Pan,Polo & Pan,9/25/2025,https://www.ogdentwilight.com/,https://www.24tix.com/event/26wmlsxktff3rbywx3x7km6o5i
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Saint Paul & The Broken Bones,Saint Paul & The Broken Bones,6/12/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/40731028/stpaul-the-broken-bones-the-wood-brothers-with-cece-coakley-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,The Wood Brothers,The Wood Brothers,6/12/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/40731028/stpaul-the-broken-bones-the-wood-brothers-with-cece-coakley-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Cece Coakley,Cece Coakley,6/12/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/40731028/stpaul-the-broken-bones-the-wood-brothers-with-cece-coakley-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Drive-By Truckers,Charm & Decadence Tour,6/17/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/34537585/driveby-truckers-deer-tick-with-thelma-and-the-sleaze-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Deer Tick,Charm & Decadence Tour,6/17/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/34537585/driveby-truckers-deer-tick-with-thelma-and-the-sleaze-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Thelma and the Sleaze,Charm & Decadence Tour,6/17/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/34537585/driveby-truckers-deer-tick-with-thelma-and-the-sleaze-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Barenaked Ladies,Last Summer On Earth Tour,6/18/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/58991820/barenaked-ladieslast-summer-on-earth-tour-with-gusterfastball-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Guster,Last Summer On Earth Tour,6/18/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/58991820/barenaked-ladieslast-summer-on-earth-tour-with-gusterfastball-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Fastball,Last Summer On Earth Tour,6/18/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/58991820/barenaked-ladieslast-summer-on-earth-tour-with-gusterfastball-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Tash Sultana,Return To The Roots Tour,6/22/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/68870479/tash-sultanareturn-to-the-roots-tour-with-lime-cordiale-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Lime Cordiale,Return To The Roots Tour,6/22/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/68870479/tash-sultanareturn-to-the-roots-tour-with-lime-cordiale-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Little Feat,Little Feat,6/26/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/63660320/little-feat-nitty-gritty-dirt-band-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Nitty Gritty Dirt Band,Nitty Gritty Dirt Band,6/26/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/63660320/little-feat-nitty-gritty-dirt-band-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Watchhouse,Rituals Tour 2025,7/13/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/54150481/watchhouse-with-frail-talk-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Frail Talk,Rituals Tour 2025,7/13/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/54150481/watchhouse-with-frail-talk-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Houndmouth,Houndmouth,7/14/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/43297865/houndmouth-shane-smith-the-saints-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Shane Smith & The Saints,Shane Smith & The Saints,7/14/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/43297865/houndmouth-shane-smith-the-saints-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Coleman Jennings,Coleman Jennings,7/14/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/43297865/houndmouth-shane-smith-the-saints-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Rhiannon Giddens & The Old-Time Revue,Rhiannon Giddens & The Old-Time Revue,7/16/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/73011608/rhiannon-giddens-the-oldtime-revue-with-sunny-war-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Sunny War,Sunny War,7/16/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/73011608/rhiannon-giddens-the-oldtime-revue-with-sunny-war-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,X,X,7/20/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/43429542/x-los-lobos-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Los Lobos,Los Lobos,7/20/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/43429542/x-los-lobos-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Alison Krauss & Union Station,Alison Krauss & Union Station,7/25/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/52083605/alison-krauss-union-station-featuring-jerry-douglaswillie-watson-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Willie Watson,Willie Watson,7/25/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/52083605/alison-krauss-union-station-featuring-jerry-douglaswillie-watson-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,"Christone ""Kingfish"" Ingram & Samantha Fish",Gone Fishin' Tour,7/27/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/44205654/christone-kingfishingram-samantha-fish-gone-fishintour-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Toad the Wet Sprocket,Good Intentions Tour,7/28/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/38230022/toad-the-wet-sprocketthe-jayhawkssixpence-none-the-richer-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,The Jayhawks,Good Intentions Tour,7/28/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/38230022/toad-the-wet-sprocketthe-jayhawkssixpence-none-the-richer-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Sixpence None the Richer,Good Intentions Tour,7/28/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/38230022/toad-the-wet-sprocketthe-jayhawkssixpence-none-the-richer-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Elephant Revival,Elephant Revival,7/30/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/44660671/elephant-revival-with-two-runner-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Two Runner,Two Runner,7/30/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/44660671/elephant-revival-with-two-runner-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,DISPATCH w/ John Butler (with Band),DISPATCH w/ John Butler (with Band),8/5/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/44689482/dispatch-wjohn-butler-with-bandglove-special-saucedonavon-frankenreiter-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,G. Love & Special Sauce,G. Love & Special Sauce,8/5/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/44689482/dispatch-wjohn-butler-with-bandglove-special-saucedonavon-frankenreiter-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Donavon Frankenreiter,Donavon Frankenreiter,8/5/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/44689482/dispatch-wjohn-butler-with-bandglove-special-saucedonavon-frankenreiter-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Rick Springfield,I Want My '80s Tour,8/6/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/53969476/rick-springfields-i-want-my-80s-tour-with-john-waitewang-chungpaul-young-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,John Waite,I Want My '80s Tour,8/6/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/53969476/rick-springfields-i-want-my-80s-tour-with-john-waitewang-chungpaul-young-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Wang Chung,I Want My '80s Tour,8/6/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/53969476/rick-springfields-i-want-my-80s-tour-with-john-waitewang-chungpaul-young-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Paul Young,I Want My '80s Tour,8/6/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/53969476/rick-springfields-i-want-my-80s-tour-with-john-waitewang-chungpaul-young-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Michael Franti & Spearhead,Michael Franti & Spearhead,8/10/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/85050017/michael-franti-spearhead-with-bombargo-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Bombargo,Bombargo,8/10/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/85050017/michael-franti-spearhead-with-bombargo-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,My Morning Jacket,My Morning Jacket,8/11/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/62987691/my-morning-jacket-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,ZZ Top,The Elevation Tour,8/13/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/40941208/zz-top-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Tower of Power,Tower of Power,8/17/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/36814300/tower-of-power-war-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,WAR,WAR,8/17/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/36814300/tower-of-power-war-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Ray LaMontagne,Trouble 20th Anniversary Tour,8/24/2025,https://redbuttegarden.org/concerts/,SOLD OUT
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,The Weather Station,Trouble 20th Anniversary Tour,8/24/2025,https://redbuttegarden.org/concerts/,SOLD OUT
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Keb' Mo',Keb' Mo',8/25/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/54642120/kebmoshawn-colvin-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Shawn Colvin,Shawn Colvin,8/25/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/54642120/kebmoshawn-colvin-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Gregory Alan Isakov,Gregory Alan Isakov,9/4/2025,https://redbuttegarden.org/concerts/,SOLD OUT
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Dean Johnson,Dean Johnson,9/4/2025,https://redbuttegarden.org/concerts/,SOLD OUT
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Jon Batiste,The Big Money Tour,9/8/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/44264603/the-big-money-tour-jon-batiste-plays-america-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Train,Train,9/9/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/46090466/train-with-edwin-mccain-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Edwin McCain,Edwin McCain,9/9/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/46090466/train-with-edwin-mccain-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,OK Go,And the Adjacent Possible Tour,9/14/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/32530676/ok-go-with-bartees-strange-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Bartees Strange,And the Adjacent Possible Tour,9/14/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/32530676/ok-go-with-bartees-strange-salt-lake-city-red-butte-garden-arboretum
Red Butte Garden,Large,Outdoors,https://redbuttegarden.org/concerts/,Hermanos Gutiérrez,Hermanos Gutiérrez,9/16/2025,https://redbuttegarden.org/concerts/,https://www.etix.com/ticket/p/31923967/hermanos-guti%C3%A9rrez-salt-lake-city-red-butte-garden-arboretum